url,depth,status
http://www.guardicore.com,0,200
http://guardicore.allbound.com/,1,200
http://threatintelligence.guardicore.com/,1,200
http://cybersecuritymonth.eu/ecsm-countries/spain/xix-international-information-security-conference-of-isms-forum-spain,1,200
http://www.youtube.com/watch?v=dRVKIKOwaSw,1,200
http://www.cyberdefensemagazine.com/infosec-awards-2018-winners/,1,200
http://www.exclusive-networks.com/uk/event/exclusive-networks-summit-and-thirsty-club/,1,200
http://www.cnbc.com/2017/02/28/the-inaugural-cnbc-upstart-25-promising-young-start-ups.html,1,200
http://www.youtube.com/watch?v=o3n1FO3Jyoo,1,200
http://twitter.com/guardicore,1,200
http://www.cyberdefensemagazine.com/2017-cdm-infosec-award-winners/,1,200
http://www.facebook.com/guardicore/,1,200
http://plus.google.com/102380157490146165554/,1,200
http://www.infosecurityproductsguide.com/world/,1,200
http://customers.guardicore.com/,1,200
http://www.youtube.com/watch?v=0COH5-tlDFw,1,200
http://www.guardicore.com/,1,200
http://www.guardicore.com///workloads-protection-hybrid-clouds/,2,200
http://www.guardicore.com/company/awards-recognition/,1,200
http://www.guardicore.com/website-terms-of-use/,1,200
http://www.guardicore.com/company/,1,200
http://twitter.com/Chris_Gaebler,6,200
http://twitter.com/DrorSalee,6,200
http://twitter.com/OfriZiv,6,200
http://twitter.com/ariezeitlin,6,200
http://twitter.com/sbesser,6,200
http://twitter.com/pashagur,6,200
http://www.tpg.com/,6,200
http://twitter.com/nathanperdue2,6,200
http://twitter.com/dbsanfran,6,200
http://www.guardicore.com/use-cases/container-security/,1,200
http://www.guardicore.com/resources/,1,200
http://www.youtube.com/watch?v=5A9l0dINK7o,8,200
http://www.youtube.com/watch?v=dwbfJ-XiTwk,8,200
http://www.brighttalk.com/webcast/15957/282551?utm_campaign=webcasts-search-results-feed&utm_content=guardicore&utm_source=brighttalk-portal&utm_medium=web,8,200
http://www.youtube.com/watch?v=qovJwarfOfw,8,200
http://www.youtube.com/watch?v=4KjiO4Bnrj8,8,200
http://www.youtube.com/watch?v=6O_PPM8-fE4,8,200
http://www.brighttalk.com/webcast/15957/342658?utm_campaign=webcasts-search-results-feed&utm_content=guardicore&utm_source=brighttalk-portal&utm_medium=web,8,200
http://www.youtube.com/watch?v=2K6f5BdIQJA,8,200
http://www.youtube.com/watch?v=ZoUKvUncDFw,8,200
http://www.youtube.com/watch?v=A837bHI_feQ&,8,200
http://www.youtube.com/watch?v=IUSd0hCG10U,8,200
http://www.youtube.com/watch?v=RetoBtS1ssA,8,200
http://www.youtube.com/watch?v=WsD26W-yBLg,8,200
http://www.guardicore.com/resources/guide-choosing-micro-segmentation-solution/,8,200
http://www.guardicore.com/resources/beckman-coulter-safeguards-patient-data-with-guardicore/,9,200
http://www.guardicore.com/use-cases/aws-micro-segmentation-solution,10,200
http://www.guardicore.com/blog/,1,200
http://www.guardicore.com/?p=3641,12,200
http://twitter.com/GuardiCore?ref_src=twsrc%5Etfw,12,200
http://www.guardicore.com/tag/data-protection/,12,200
http://twitter.com/share?text=&url=,13,200
http://linkedin.com/shareArticle?mini=true&title=&url=,13,200
http://www.facebook.com/sharer.php?u=&t=,13,200
http://plus.google.com/share?url=,13,200
http://www.guardicore.com/use-cases/micro-segmentation/,1,200
http://www.guardicore.com/use-cases/micro-segmentation///request-a-demo/,14,200
http://www.guardicore.com/certifications/,1,200
http://www.guardicore.com/use-cases/cloud-migration/,1,200
http://www.guardicore.com/partners/technology-partners/,1,200
http://guardicore.allbound.com/wp-admin/post.php?post=1010&action=edit,18,200
http://www.guardicore.com/partners/technology-partners///partners/,18,200
http://www.nutanix.com,18,200
http://www.guardicore.com/infectionmonkey/,1,200
http://www.guardicore.com/security/,1,200
http://www.guardicore.com/micro-segmentation/,1,200
http://www.guardicore.com/company/careers/,1,200
http://www.guardicore.com/partners/mssp-program/,1,200
http://www.guardicore.com/partners/technology-partners///aws-technology-partner/,18,200
http://www.guardicore.com/partners/,1,200
http://www.guardicore.com/support/,1,200
http://www.guardicore.com/workload-protection-hybrid-cloud/,1,200
http://www.guardicore.com/contact-us/,1,200
http://www.azure.microsoft.com,18,200
http://www.guardicore.com/labs/,1,200
http://www.guardicore.com/press-releases/,1,200
http://www.guardicore.com/privacy-policy-2/,1,200
http://www.guardicore.com/partners/technology-partners///request-a-demo/,18,200
http://www.guardicore.com/use-cases/threat-detection-and-response/,1,200
http://www.guardicore.com/request-a-demo/,1,200
http://www.guardicore.com/labs/research-academic/,1,200
http://www.guardicore.com/wp-content/uploads/2017/11/2017-11-22_Guardicore_DataSheet_Centra_LowRes.pdf,15,200
http://www.guardicore.com/use-cases/micro-segmentation///micro-segmentation,14,200
http://www.guardicore.com/use-cases/micro-segmentation///resources/implementing-micro-segmentation-hybrid-clouds/,14,200
http://www.guardicore.com/category/blog/,1,200
http://www.guardicore.com/2017/03/just-year-go-heres-prepare-europes-sweeping-new-data-protection-laws/,13,200
http://www.guardicore.com/author/davebguardicore-com/,13,200
http://www.guardicore.com/tag/threat-deception/,12,200
http://www.guardicore.com/2018/10/,10,200
http://www.guardicore.com/2016/,12,200
http://www.guardicore.com/2015/,12,200
http://www.guardicore.com/tag/sdn/,12,200
http://www.guardicore.com/2017/03/,10,200
http://www.guardicore.com/author/ron/,12,200
http://www.guardicore.com/tag/black-hat/,12,200
http://www.guardicore.com/2016/12/,10,200
http://www.guardicore.com/2018/11/,10,200
http://www.guardicore.com/2017/12/,10,200
http://www.guardicore.com/2017/06/,10,200
http://www.guardicore.com/2015/05/,10,200
http://www.guardicore.com/2019/04/organizational-maturity-cloud-security-and-micro-segmentation,1,200
http://www.guardicore.com/2017/08/,10,200
http://www.guardicore.com/2017/10/,10,200
http://www.guardicore.com/2019/02/aws-security-best-practices/,11,200
http://www.guardicore.com/tag/centra/,12,200
http://www.guardicore.com/2016/06/,10,200
http://www.guardicore.com/2019/04/cloud-migration-challenges-risks/,12,200
http://www.guardicore.com/tag/apts/,12,200
http://www.guardicore.com/tag/events/,12,200
http://www.guardicore.com/tag/guidance/,12,200
http://www.guardicore.com/tag/aws-security-best-practices/,12,200
http://www.guardicore.com/tag/vulnerability/,12,200
http://www.guardicore.com/2018/01/,10,200
http://www.guardicore.com/author/martin/,12,200
http://www.guardicore.com/2019/02/,10,200
http://www.guardicore.com/2019/03/,10,200
http://www.guardicore.com/tag/check-point/,12,200
http://www.guardicore.com/2019/03/understanding-and-avoiding-security-misconfiguration/,12,200
http://www.guardicore.com/tag/2-0/,12,200
http://www.guardicore.com/2016/09/,10,200
http://www.guardicore.com/2017/02/,10,200
http://www.guardicore.com/tag/guardicore/,12,200
http://www.guardicore.com/2019/04/learning-from-mexican-bank-attacks,1,200
http://www.guardicore.com/2016/02/,10,200
http://www.guardicore.com/tag/cyber-attack/,12,200
http://www.guardicore.com/2016/07/,10,200
http://www.guardicore.com/2017/04/,10,200
http://www.guardicore.com/tag/cyber-security/,12,200
http://www.guardicore.com/2019/03/aws-cloud-security-concerns/,11,200
http://www.guardicore.com/tag/cyber-attacks/,12,200
http://www.guardicore.com/tag/data-center-security/,12,200
http://www.guardicore.com/tag/illegal-mining/,12,200
http://www.guardicore.com/2018/02/,10,200
http://www.guardicore.com/tag/vmware/,12,200
http://www.guardicore.com/2017/01/,10,200
http://www.guardicore.com/tag/cyber-crime/,12,200
http://www.guardicore.com/2019/03/the-cost-of-over-compliance/,12,200
http://www.guardicore.com/tag/ssh/,12,200
http://www.guardicore.com/2019/01/,10,200
http://www.guardicore.com/2015/10/,10,200
http://www.guardicore.com/tag/schuberg-philis/,12,200
http://www.guardicore.com/tag/visibility/,12,200
http://www.guardicore.com/tag/containers/,12,200
http://www.guardicore.com/2017/07/,10,200
http://www.guardicore.com/author/liorguardicore-com/,12,200
http://www.guardicore.com/tag/security-best-practices/,12,200
http://www.guardicore.com/tag/cybersecurity/,12,200
http://www.guardicore.com/tag/vmworld/,12,200
http://www.guardicore.com/tag/docker/,12,200
http://www.guardicore.com/tag/threat-detection/,12,200
http://www.guardicore.com/tag/nuage-networks/,12,200
http://www.guardicore.com/2016/10/,10,200
http://www.guardicore.com/tag/aws/,12,200
http://www.guardicore.com/2019/04/,10,200
http://www.guardicore.com/2017/11/,10,200
http://www.guardicore.com/blog/page/3/,12,200
http://www.guardicore.com/2016/11/,10,200
http://www.guardicore.com/author/sharonguardicore-com/,1,200
http://www.guardicore.com/tag/ransomware/,12,200
http://www.guardicore.com/tag/honeypot/,12,200
http://www.guardicore.com/tag/cloudstack/,12,200
http://www.guardicore.com/tag/breach-detection/,12,200
http://www.guardicore.com/2018/06/,10,200
http://www.guardicore.com/tag/new-release/,12,200
http://www.guardicore.com/author/avishag-danielyguardicore-com/,1,200
http://www.guardicore.com/2014/,12,200
http://www.guardicore.com/blog/page/2/,12,200
http://www.guardicore.com/blog/page/12/,12,200
http://www.guardicore.com/tag/cloud-security/,12,200
http://www.guardicore.com/2018/09/,10,200
http://www.guardicore.com/2019/,12,200
http://www.guardicore.com/tag/infection-monkey/,12,200
http://www.guardicore.com/2019/04/micro-segmentation-faster-with-machine-learning,1,200
http://www.guardicore.com/author/arielguardicore-com/,12,200
http://www.guardicore.com/tag/reveal/,12,200
http://www.guardicore.com/2017/05/,10,200
http://www.guardicore.com/author/monica/,12,200
http://www.guardicore.com/2018/04/,10,200
http://www.guardicore.com/2018/,12,200
http://www.guardicore.com/2016/01/,10,200
http://www.guardicore.com/author/igor-livshitzguardicore-com/,12,200
http://www.guardicore.com/2015/08/,10,200
http://www.guardicore.com/2019/02/common-micro-segmentation-roadblocks/,12,200
http://www.guardicore.com/tag/deception-technology/,12,200
http://www.guardicore.com/2019/03/docker-security-best-practices/,12,200
http://www.guardicore.com/2017/,12,200
http://www.guardicore.com/2014/08/,10,200
http://www.guardicore.com/2018/03/,10,200
http://www.guardicore.com/tag/micro-segmentation/,12,200
http://www.guardicore.com/2015/11/,10,200
http://www.guardicore.com/2019/03/cyber-attacks-common-types/,12,200
http://www.guardicore.com/tag/brute-force/,12,200
http://www.guardicore.com/2016/08/,10,200
http://www.guardicore.com/tag/data-breach/,12,200
http://www.guardicore.com/2016/03/,10,200
http://www.guardicore.com/tag/dhs/,12,200
http://www.guardicore.com/tag/guardicore-labs/,12,200
http://www.guardicore.com/2015/12/,10,200
http://www.guardicore.com/use-cases/aws-micro-segmentation-solution/,11,200
http://www.guardicore.com/resources/strategies-protecting-cloud-workloads-shared-security/,8,200
http://www.guardicore.com/resources/implementing-micro-segmentation-hybrid-clouds/,8,200
http://www.guardicore.com/resources/securing-modern-data-centers-clouds-2/,8,200
http://www.guardicore.com/resources/architecture-agent-versus-agentless,11,200
http://www.guardicore.com/category/industry-news/,10,200
http://www.guardicore.com/2018/08/,10,200
http://www.guardicore.com/lp/guardicore-vs-vmware-nsx/,10,200
http://www.guardicore.com/release-updates/whats-new-guardicore-centra-r25/,10,200
http://www.guardicore.com/lp/guardicore-vs-cloudpassage/,10,200
http://www.guardicore.com/lp/new-landing-page-without-menu/,10,200
http://www.guardicore.com/lp/protecting-cloud-workloads-shared-security-models/,10,200
http://www.guardicore.com/2015/02/,10,200
http://www.guardicore.com/lp/protect-assets-advanced-threats-data-center/,10,200
